BIBLIOGRAFÍA CONSIGNADA EN EL PLAN DE ESTUDIOS - OBLIGATORIA/COMPLEMENTARIA MEDICINA												
												
												
ASIGNATURAS 	SEMESTRE	BIBLIOGRAFIA	TITULO	AUTOR	AÑO	ED.	Nro. Ejemplares	N° EJEMPLARES EN BIBLIOTECA OBLIGATORIA	N° EJEMPLARES EN BIBLIOTECA COMPLEMENTARIA	N° TITULOS EN BIBLIOTECA OBLIGATORIA	N° TITULOS EN BIBLIOTECA COMPLEMENTARIA	Disponibilidad
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Principios de Cirugía de Schwartz	Brunicardi et al	2015	10a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Fundamentos del Cuidado Quirúrgico	Burdiles, P.	2011	1a.	2		2		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Semiología Quirúrgica	Carvajal, C.	2016	2a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Current Surgical Diagnosis and Treatment	Doherty, G.M.	2015	14a.	0		0			0
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Complicaciones en Cirugía General	Espinoza R.	2011	1a.	1		1		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Cirugía AEC	Parrilla Paricio y Landa García	2010	2a.	0		0			0
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Sabiston Textbook of Surgery: The Biological Basis of Modern Surgical Practice	Townsend et al	2017	20a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Semiología Médica: Fisiopatología, Semiotecnia y Propedéutica. Enseñanza-aprendizaje centrada en la persona	Argente & Alvarez	2013	2a.	10		10		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Essentials of Kumar and Clark's Clinical Medicine	Nicola Zammit	2018	6a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Andreoli's and Carpenter's Cecil Essentials of Medicine	Benjamín, I.	2015	9a.	0		0			0
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	The Washington Manual of Medical Therapeutics (español)	Bhat et al	2017	35a.	10		10		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Bates Guía de Exploración Física e Historia Clínica	Bickley	2013	11a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Exploración Clínica de McLeod	Douglas et al	2014	13a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Semiología Médica 	Goic et al	2018	4a.	12		12		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Harrison Principios de Medicina Interna T1-2	Kasper, e.a.	2016	19a.	28		28		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Introducción a la Medicina Clínica: Fisiopatología y Semiología	Laso, F.J.	2015	3a.	2		2		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Velázquez Farmacología Básica y Clínica	Lorenzo, e.a.	2008	18a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Evidence Based Physical Diagnosis	McGee, S.	2018	4a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Manual de Patología General. Sisinio de Castro	Pérez Arellano, A.J.	2013	7a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Exploración Clínica Práctica de Noguer-Balcells	Prieto Valtueña, JM	2016	28a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Differential Diagnosis	Raftery et al	2014	4a.	0		0			0
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Medicina Interna de Farreras Rozman T1-2	López., R.	2016	18a.	12		12		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Semiología Médica y Técnica Exploratoria	Surós y Surós	2001	8a.	2		2		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Davidson's Principles and Practice of Medicine	Walker, e.a.	2014	22a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	ECG en la Práctica	Hampton, J.	2014	6a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Radiología Básica: Aspectos Fundamentales	Herring, W.	2016	3a.	8		8		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Making Sence of the ECG: A Hands-On Guide	Houghton & Gray	2014	4a.	5		5		1	1
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Laboratory Medicine Diagnosis of Disease in Clinical Laboratory	Laposata, M.	2014	2a.	0		0			0
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Radiology 101: The Basics & Fundamentals of Imaging	Smith & Farrell	2014	4a.	0		0			0
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	The Canadian's Clinical Handbook of Rheumatolgy	Albert, Lori	2015	2a.	0		0			0
INTEGRADO DE MEDICINA INTERNA Y CIRUGIA III	8	COMPLEMENTARIA:	Manual Ser de Enfermedades Reumáticas	Rúa-Figueroa Fernández de Larrinoa, I	2014	1a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	OBLIGATORIA:	Manual SERMEF de Rehabilitación y Medicina Física	Sánchez et al	2006	1a.	0	0				0
MEDICINA FISICA Y REHABILITACION	8	OBLIGATORIA:	Physical Medicine & Rehabilitation Secrets	O'Young et al	2007	3a.	0	0				0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Essentials of Physical Medicine and Rehabilitation: Musculoskeletal Disorders, Pain, and Rehabilitation	Frontera et al	2014	3a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Rehabilitación Médica de Ancianos	González-Mas, R.	1995	1a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Current Diagnosis & Treatment Physical Medicine & Rehabiltation	Maitin I.	2015	1a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Dolor Lumbar: Clínica y Rehabilitacción	Miranda Mayordomo y Flores García	1996	1a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Daniels Worthingham's Pruebas Funcionales Musculares: Técnicas de Exploración Manual	Montgomery, H. &.	1996	6a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Rehabilitación Integral en el Paciente con Enfermedad Pulmonar Obstructiva Crónica	Pleguezuelos Cobo et al	2007	1a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Ortesis y Prótesis del Aparato Locomotor	Viladot Pericé et al	1985	1a.	0		0			0
MEDICINA FISICA Y REHABILITACION	8	COMPLEMENTARIA:	Manual of Traumatic Brain Injury: Assessment and Management	Zollman F.	2016	2a.	0		0			0
DERMATOLOGIA	8	OBLIGATORIA:	Desarrollo Embrionario del Melanocito	Alonso, I Simón, P. Sanchez	1993		0	0				0
DERMATOLOGIA	8	OBLIGATORIA:	Dermatología Esencial	Guarda & Gubelin	2010	1a.	1	1		1		1
DERMATOLOGIA	8	OBLIGATORIA:	Dermatología T.1-3	Herane, MI. Urbina, F.			0	0				0
DERMATOLOGIA	8	OBLIGATORIA:	Fitzpatrick's Color Atlas and Synopsis of Clinical Dermatology	Wolff et al	2013	7a.	0	0				0
DERMATOLOGIA	8	COMPLEMENTARIA:	Dermatology Essentials	Bolognia et al	2014	1a.	0		0			0
DERMATOLOGIA	8	COMPLEMENTARIA:	Dermatología Clínica	Ferrándiz, C.	2014	4a.	0		0			0
DERMATOLOGIA	8	COMPLEMENTARIA:	Clinical Dermatology: A Color Guide to Diagnosis and Therapy	Habif, T.	2016	6a.	0		0			0
DERMATOLOGIA	8	COMPLEMENTARIA:	Evidence Based Physical Diagnosis	McGee, S.	2018	4a.	5		5		1	1
DERMATOLOGIA	8	COMPLEMENTARIA:	Exploración Clínica Práctica de Noguer-Balcells	Prieto Valtueña, JM	2016	28a.	5		5		1	1
DERMATOLOGIA	8	COMPLEMENTARIA:	Differential Diagnosis	Raftery et al	2014	4a.	0		0			0
DERMATOLOGIA	8	COMPLEMENTARIA:	Medicina Interna de Farreras Rozman T1-2	López., R.	2016	18a.	12		12		1	1
DERMATOLOGIA	8	COMPLEMENTARIA:	Semiología Médica y Técnica Exploratoria	Surós y Surós	2001	8a.	2		2		1	1
DERMATOLOGIA	8	COMPLEMENTARIA:	Davidson's Principles and Practice of Medicine	Walker, e.a.	2014	22a.	5		5		1	1
INFORMATICA MEDICA	8	OBLIGATORIA:	Biomedical Informatics: An Introduction to Information Systems and Software in Medicine and Health. Boca Ratón: CRP Press	Lubliner, D.	2016		0	0				0
INFORMATICA MEDICA	8	OBLIGATORIA:	Microsoft Office 2016: Word, Excel, Power Point, Outlook y OneNote 2016: Domine las funciones avanzadas de la suite Microsoft 	VV.AA.	20016		0	0				0
INFORMATICA MEDICA	8	OBLIGATORIA:	Microsoft Access 2016 Step by Step	Lambert, J. Lambert, S.	2016		0	0				0
INFORMATICA MEDICA	8	COMPLEMENTARIA:	Telemedicine Technologies: Information Technologies in Medicine and Telehealth	Fong, e.a.	2011		0		0			0
INFORMATICA MEDICA	8	COMPLEMENTARIA:	Biomedical Informatics: Discovering Kowledge in Big Data	Holzinger, A.	2014		0		0			0
INFORMATICA MEDICA	8	COMPLEMENTARIA:	Health Informatics: Practical Guide for Healthcare and Information Technology Professionals	Hoyt, R.	2014		0		0			0
INFORMATICA MEDICA	8	COMPLEMENTARIA:	Bioinformática: Simulación, Vida Artificial e Inteligencia Artificial	Lahoz-Beltrá, R.	2014		0		0			0
INFORMATICA MEDICA	8	COMPLEMENTARIA:	Biomedical Informatics: An Introduction Information Systems and Software in Medicine and Health. Boca Ratón:CPR Press	Lubliner, D.	2016		0		0			0
INFORMATICA MEDICA	8	COMPLEMENTARIA:	Telemedicine and Telehealth 2.0: A Practical Guide Providers and Patients	Lyuboslavsky, V.	2015		0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	OBLIGATORIA:	Diseño de Investigaciones Clínicas	Hulley et al	2014	4a.	2	2		1		1
PROYECTO DE INVESTIGACION EN SALUD I	8	OBLIGATORIA:	Publicación Científica Biomédica: Cómo escribir y publicar un artículo de investigación	Jiménez Villa et al	2016	2a.	3	3		1		1
PROYECTO DE INVESTIGACION EN SALUD I	8	OBLIGATORIA:	Study Design and Statistical Analysis: A Practical Guide for Clinicians	Katz, M.H.	2006		0	0				0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Métodos de Investigación Clínica y Epidemiológica	Argimón-Pallás y Jiménez-Villa	2013	4a.	7		7		1	1
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Publishing and Presenting Clinical Research	Browner, W.	2015	3a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Publishing your Medical Research	Byrne, D.	2017	2a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Bioestadística para no Estadísticos. Bases para Interpretar Artículos Cientifícos	Cobo, E. M.	2007		5		5		1	1
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Medicina Basada en la Evidencia	Cuello, G.	2015		5		5		1	1
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Interpretación Fácil de la Bioestadística. La Conexión entre la Evidencia y las Decisiones Médicas	Dawson, G.	2009		2		2		1	1
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Epidemiología Aplicada	De Irala, J.	2008	2a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Metodología de Investigación en Ciencias Médicas: Introducción Práctica para Estudiantes	Duartge, O. &. Y.	2012	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Introduction to Research and Medical Literature for Health Professionals	Foriste, B. &.	2013	3a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	How to Write a Paper	Hall, G.	2012	5a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Fundamentos de Metodología de la Investigación	Hernández-Sampieri et al	2014	6a.	3		3		1	1
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Designing and Managing Your Research Project: Core Skills for Social and Health Research	Hodges & Tomas	2011	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Biomedical Research: from Ideation to Publication	Jagaadesh et al	2010	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Epidemiology: Beyond the Basics	Nieto & Szklo	2014	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Epidemiología Clínica: Investigación Clínica Aplicada	Ruiz Morales & Gómez Restrepo	2015	2a.	7		7		1	1
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Medicina Basada en la Evidencia (inglés)	Straus et al	2019	5a.	5		5		1	1
PROYECTO DE INVESTIGACION EN SALUD I	8	COMPLEMENTARIA:	Foundations of Clinical Research: Applications to Practice	Watkins & Portney	2015	3a.	0		0			0
MEDICINA PREVENTIVA	9	OBLIGATORIA:	Medicina Preventiva y Salud Pública de Piédrola Gil	Gestal-Otero & Fernández-Crehuet	2015	12a.	5	5		1		1
MEDICINA PREVENTIVA	9		Jekel's Epidemiology, Biostatistics, Preventive Medicine, and Public Health	Katz et al	2014	4a.	0	0				0
MEDICINA PREVENTIVA	9	COMPLEMENTARIA:	Fundamentos del Cuidado Quirúrgico	Burdiles, P.	2011	1a.	2		2		1	1
MEDICINA PREVENTIVA	9		Promoción de la Salud y Cambio Social	Colomer y Alvarez-Dardett	2015		0		0			0
MEDICINA PREVENTIVA	9		Salud Pública y Educación para la Salud	Frías Osuna, A	2000		0		0			0
MEDICINA PREVENTIVA	9		Manual de Buena Práctica en Cuidados a las Personas Mayores	Gil Gregorio, P	2015	1a.	0		0			0
MEDICINA PREVENTIVA	9		Harrison Principios de Medicina Interna T1-2	Kasper, e.a.	2016	19a.	28		28		1	1
MEDICINA PREVENTIVA	9		Atención Primaria. Principios, Organización y Métodos en Medicina de Familia	Martín Z., et al	2014	7a.	2		2		1	1
MEDICINA PREVENTIVA	9		An Introduction to Community & Public Health. Burlington. Jones & Bartlett Learning	McKenzie & Pinger	2014		0		0			0
MEDICINA PREVENTIVA	9		Promoción de la Salud: cómo construir vida saludable	Restepro y Málaga	2001		2		2		1	1
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Patologías de la Pared Torácica en Pediatría	Acastello Eduardo	2012		0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Atlas de Cirugía Pediátrica	Ashcraft Keith	1996		0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Nelson Compendio de Pediatría	Behrman R. y kliegman R.	2004	4a.	0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Manual de Pediatría	Cruz, M.	2008	2a.	0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Instrumentación Quirúrgica. Principios y Prácticas	Fuller, J.	2013		0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Pediatría Extrahospitalataria. Aspectos Básicos en Atención Primaria	Muñoz Calvo M.T.	2001	3a.	0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Introducción a la Pediatría	Games EJ, et al	2013	8a.	0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Cirugía Endoscópica en Infantes y Niños	Klass M.A., B.K.	2011		0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Nelson Pediatría Esencial	Marcdante, KJ, et al	2015	7a.	0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	OBLIGATORIA:	Salud y Enfermedad del Niño y del Adolescente	Martínez y Martínez, R.	2013	7a.	0	0				0
PEDIATRIA Y CIRUGIA INFANTIL	9	COMPLEMENTARIA:	Pediatría para Estudiantes de Medicina	Bernstein D, Shelov SP.	2012	3a.	0		0			0
PEDIATRIA Y CIRUGIA INFANTIL	9	COMPLEMENTARIA:	Diagnóstico y Tratamiento de la Neumonía Adquirida en la Comunidad en Pacientes de 3 meses a 18 años en el primer y segundo nivel de atención. Evidencias y Recomendaciones. Catálogo Maestro de Guías de Práctica Clínica	CENECET	2015		0		0			0
PEDIATRIA Y CIRUGIA INFANTIL	9	COMPLEMENTARIA:	Atlas de Cirugía	Sabiston D.	1996		0		0			0
PEDIATRIA Y CIRUGIA INFANTIL	9	COMPLEMENTARIA:	Atlas de Cirugía Pediátrica	Valoria J.	1996		0		0			0
PEDIATRIA Y CIRUGIA INFANTIL	9	COMPLEMENTARIA:	Texto Ilustrado de Pediatría	Lissauer T, Clayden G.	2009	3a.	0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	OBLIGATORIA:	Salud Laboral: Conceptos y Técnicas para la Prevención de Riesgos Laborales	Ruiz Frutos et al	2013	4a.	1	1		1		1
MEDICINA LABORAL / TOXICOLOGIA	9	OBLIGATORIA:	Current Occupational & Environmental Health Medicine	LaDou, J. & Harrison, R.	2014	5a.	0	0				0
MEDICINA LABORAL / TOXICOLOGIA	9	OBLIGATORIA:	Diagnóstico y Tratamiento en Medicina Laboral y Ambiental	LaDou, J. & Harrison, R.	2015	5a.	12	12		1		1
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Principios Fundamentales de Salud y Seguridad en el Trabajo	Alli, B.	2009	2a.	0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Prevención de Accidentes Laborales para Médicos	Ceballos Atienza, R.	2015		0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Los Riesgos de Trabajo y sus Repercusiones	Fernández, R.	2009	1a.	0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	A Textbook of Modern Toxicology	Hodgson, Ernest	2010	4a.	0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Textbook of Occupational Medicine Practice	Koh & Aw.	2017	4a.	0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Definiciones en Salud en el Trabajo. (Documento elaborado para la asignatura Introducción a la Medicina)	Nava, R.	2015		0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Estrés Laboral  (Documento elaborado para la asignatura Introducción a la Medicina)	Nava, R.	2015		0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Intoxicaciones Agudas. Bases para el Tratamiento en un Servicio de Urgencias	Nogue-Xaraus S.	2010		0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Valoración de la Incapacidad Laboral	Ojeda Gil, José A.	2013	1a.	2		2		1	1
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Posturas y Movimientos de Alto Riesgo: Enfoque Ergonómico	Oliva, E.	2007		0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Modern Medical Toxicology	Pillay, VV	2013	3a.	0		0			0
MEDICINA LABORAL / TOXICOLOGIA	9	COMPLEMENTARIA:	Toxicología Ambiental y Ocupacional. Colección Biblioteca de Ciencias de la Salud	Rojas, M.	2011		0		0			0
OFTALMOLOGIA	9	OBLIGATORIA:	Oftalmología en la Práctica de la Medicina General	Graue E.	2014	4a.	0	0				0
OFTALMOLOGIA	9	OBLIGATORIA:	Manual de Oftalmología	García-Feijoo, Julián y Pablo-Júlvez, Luis E.	2012	1a.	0	0				0
OFTALMOLOGIA	9	COMPLEMENTARIA:	Fundamentos de Oftalmología	Alezzandrini, A.	2003	3a.	0		0			0
OFTALMOLOGIA	9	COMPLEMENTARIA:	Oftalmología Clínica	Kanski J.	2012	7a.	0		0			0
OFTALMOLOGIA	9	COMPLEMENTARIA:	Diagnóstico Clínico en Oftalmología	Kanski J.	2007		0		0			0
OFTALMOLOGIA	9	COMPLEMENTARIA:	Objetive Assessment of Skills in Intraocular Surgery (OASIS). Ophthalmology. 112:1236-1241	Cremers AL, Bowers J., et al	2005		0		0			0
OFTALMOLOGIA	9	COMPLEMENTARIA:	Currículo de Residencia en Oftalmología Basado en Competencias: más que sólo palabras. Oftalmología Clínica y Experimental	Palis, A.G.	2010		0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	OBLIGATORIA:	Diseño de Investigaciones Clínicas	Hulley et al	2014	4a.	2	2		1		1
PROYECTO DE INVESTIGACION EN SALUD II	9	OBLIGATORIA:	Publicación Científica Biomédica: Cómo escribir y publicar un artículo de investigación	Jiménez Villa et al	2016	2a.	3	3		1		1
PROYECTO DE INVESTIGACION EN SALUD II	9	OBLIGATORIA:	Study Design and Statistical Analysis: A Practical Guide for Clinicians	Katz, M.H.	2006		0	0				0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Métodos de Investigación Clínica y Epidemiológica	Argimón-Pallás y Jiménez-Villa	2013		7		7		1	1
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Publishing and Presenting Clinical Research	Browner, W.	2015	3a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Publishing your Medical Research	Byrne, D.	2017	2a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Bioestadística para no Estadísticos. Bases para Interpretar Artículos Cientifícos	Cobo, E. M.	2007		5		5		1	1
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Medicina Basada en la Evidencia	Cuello, G.	2015		5		5		1	1
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Interpretación Fácil de la Bioestadística. La Conexión entre la Evidencia y las Decisiones Médicas	Dawson, G.	2009		2		2		1	1
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Epidemiología Aplicada	De Irala, J.	2008	2a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Metodología de Investigación en Ciencias Médicas: Introducción Práctica para Estudiantes	Duartge, O. &. Y.	2012	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Introduction to Research and Medical Literature for Health Professionals	Foriste, B. &.	2013	3a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	How to Write a Paper	Hall, G.	2012	5a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Fundamentos de Metodología de la Investigación	Hernández-Sampieri et al	2014	6a.	3		3		1	1
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Designing and Managing Your Research Project: Core Skills for Social and Health Research	Hodges & Tomas	2011	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Biomedical Research: from Ideation to Publication	Jagaadesh et al	2010	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Epidemiology: Beyond the Basics	Nieto & Szklo	2014	1a.	0		0			0
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Epidemiología Clínica: Investigación Clínica Aplicada	Ruiz Morales & Gómez Restrepo	2015	2a.	7		7		1	1
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Medicina Basada en la Evidencia (inglés)	Straus et al	2019	5a.	5		5		1	1
PROYECTO DE INVESTIGACION EN SALUD II	9	COMPLEMENTARIA:	Foundations of Clinical Research: Applications to Practice	Watkins & Portney	2015	3a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	OBLIGATORIA:	Oxford Handbook of General Practice	Chantal et al	2014	4a.	0	0				0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	OBLIGATORIA:	Atención Primaria. Principos, Organización y Métodos en Medicina de Familia	Martín, Z. et al	2014	7a.	2	2		1		1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Medicina Familiar y Práctica Ambulatoria	Kopitowski et al	2016	3a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Medicina Ambulatoria del Adulto: Programa de Medicina Familiar y Comunitaria	Montero, L.	2001	1a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Family Practice: Ambulatory Practice and Prevention	Smith & Shimp	2014	6a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Semiología Médica: Fisiopatología, Semiotecnia y Propedéutica. Enseñanza-aprendizaje centrada en la persona	Argente & Alvarez	2013	2a.	10		10		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Essentials of Kumar and Clark's Clinical Medicine	Nicola Zammit	2018	6a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Andreoli's and Carpenter's Cecil Essentials of Medicine	Benjamín, I.	2015	9a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	The Washington Manual of Medical Therapeutics (español)	Bhat et al	2017	35a.	10		10		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Bates Guía de Exploración Física e Historia Clínica	Bickley	2013	11a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Fundamentos del Cuidado Quirúrgico	Burdiles, P.	2011	1a.	2		2		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Oncología Clínica	Cruz Hernández et al	2012	5a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Geriatría	D'Hyver & Gutierrez	2014	3a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Exploración Clínica de McLeod	Douglas et al	2014	13a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Cirugía: Fundamentos para la Práctica Clínico-Quirúrgica	Giménez, M.	2014	1a.	3		3		1	1
